"[total steps]","8511","8511","8511","8511","8511","8511","8511","8511","4308","4308","4308","4308","4308","4308","4308","4308","3208","3208","3208","3208","3208","3208","3208","3208","2770","2770","2770","2770","2770","2770","2770","2770","2466","2466","2466","2466","2466","2466","2466","2466","2194","2194","2194","2194","2194","2194","2194","2194","1855","1855","1855","1855","1855","1855","1855","1855","1684","1684","1684","1684","1684","1684","1684","1684","1520","1520","1520","1520","1520","1520","1520","1520","1172","1172","1172","1172","1172","1172","1172","1172"

"[all run data]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"1","1","355","56","512","2","456","1.2845070422535212","1","1","549","116","1026","3","910","1.657559198542805","1","1","656","172","1506","8","1334","2.033536585365854","1","1","716","204","2015","3","1811","2.5293296089385473","1","1","792","244","2450","11","2206","2.7853535353535355","1","1","859","332","3003","6","2671","3.109429569266589","1","1","932","371","3504","6","3133","3.361587982832618","1","1","1029","362","4005","9","3643","3.5403304178814383","1","1","1120","459","4490","14","4031","3.599107142857143","1","1","1212","508","4990","5","4482","3.698019801980198"
,"2","2","355","54","510","4","456","1.2845070422535212","2","2","549","113","1023","6","910","1.657559198542805","2","2","656","167","1501","13","1334","2.033536585365854","2","2","716","199","2010","8","1811","2.5293296089385473","2","2","792","240","2446","15","2206","2.7853535353535355","2","2","859","325","2996","13","2671","3.109429569266589","2","2","932","364","3497","13","3133","3.361587982832618","2","2","1029","353","3996","18","3643","3.5403304178814383","2","2","1120","447","4478","26","4031","3.599107142857143","2","2","1212","495","4977","18","4482","3.698019801980198"
,"3","3","355","54","510","4","456","1.2845070422535212","3","3","549","112","1022","7","910","1.657559198542805","3","3","656","163","1497","17","1334","2.033536585365854","3","3","716","193","2004","14","1811","2.5293296089385473","3","3","792","234","2440","21","2206","2.7853535353535355","3","3","859","320","2991","18","2671","3.109429569266589","3","3","932","359","3492","18","3133","3.361587982832618","3","3","1029","347","3990","24","3643","3.5403304178814383","3","3","1120","433","4464","40","4031","3.599107142857143","3","3","1212","478","4960","35","4482","3.698019801980198"
,"4","4","355","52","508","6","456","1.2845070422535212","4","4","549","109","1019","10","910","1.657559198542805","4","4","656","160","1494","20","1334","2.033536585365854","4","4","716","192","2003","15","1811","2.5293296089385473","4","4","792","231","2437","24","2206","2.7853535353535355","4","4","859","318","2989","20","2671","3.109429569266589","4","4","932","356","3489","21","3133","3.361587982832618","4","4","1029","345","3988","26","3643","3.5403304178814383","4","4","1120","427","4458","46","4031","3.599107142857143","4","4","1212","470","4952","43","4482","3.698019801980198"
,"5","5","354","52","507","7","455","1.2853107344632768","5","5","549","109","1019","10","910","1.657559198542805","5","5","656","160","1494","20","1334","2.033536585365854","5","5","716","192","2003","15","1811","2.5293296089385473","5","5","792","231","2437","24","2206","2.7853535353535355","5","5","859","318","2989","20","2671","3.109429569266589","5","5","932","356","3489","21","3133","3.361587982832618","5","5","1029","345","3988","26","3643","3.5403304178814383","5","5","1120","427","4458","46","4031","3.599107142857143","5","5","1212","470","4952","43","4482","3.698019801980198"
,"6","6","354","51","506","8","455","1.2853107344632768","6","6","549","108","1018","11","910","1.657559198542805","6","6","656","157","1491","23","1334","2.033536585365854","6","6","716","183","1994","24","1811","2.5293296089385473","6","6","792","228","2434","27","2206","2.7853535353535355","6","6","859","305","2976","33","2671","3.109429569266589","6","6","931","347","3475","35","3128","3.359828141783029","6","6","1029","340","3983","31","3643","3.5403304178814383","6","6","1120","415","4446","58","4031","3.599107142857143","6","6","1212","458","4940","55","4482","3.698019801980198"
,"7","7","354","48","503","11","455","1.2853107344632768","7","7","547","105","1012","17","907","1.6581352833638026","7","7","655","155","1488","26","1333","2.0351145038167937","7","7","716","178","1989","29","1811","2.5293296089385473","7","7","792","219","2425","36","2206","2.7853535353535355","7","7","858","298","2967","42","2669","3.1107226107226107","7","7","931","334","3462","48","3128","3.359828141783029","7","7","1029","333","3976","38","3643","3.5403304178814383","7","7","1120","410","4441","63","4031","3.599107142857143","7","7","1212","449","4931","64","4482","3.698019801980198"
,"8","8","350","48","497","17","449","1.282857142857143","8","8","547","105","1012","17","907","1.6581352833638026","8","8","653","155","1485","29","1330","2.0367534456355285","8","8","715","178","1986","32","1808","2.5286713286713285","8","8","790","219","2418","43","2199","2.7835443037974685","8","8","856","298","2959","50","2661","3.1086448598130842","8","8","930","334","3458","52","3124","3.3591397849462368","8","8","1029","333","3976","38","3643","3.5403304178814383","8","8","1120","410","4441","63","4031","3.599107142857143","8","8","1211","449","4926","69","4477","3.6969446738232867"
,"9","9","350","48","497","17","449","1.282857142857143","9","9","546","105","1010","19","905","1.6575091575091576","9","9","653","155","1485","29","1330","2.0367534456355285","9","9","715","178","1986","32","1808","2.5286713286713285","9","9","789","219","2416","45","2197","2.7845373891001266","9","9","855","298","2956","53","2658","3.1087719298245613","9","9","929","334","3456","54","3122","3.3606027987082885","9","9","1028","333","3974","40","3641","3.541828793774319","9","9","1119","410","4438","66","4028","3.5996425379803396","9","9","1210","449","4921","74","4472","3.695867768595041"
,"10","10","350","48","497","17","449","1.282857142857143","10","10","546","101","1006","23","905","1.6575091575091576","10","10","653","153","1483","31","1330","2.0367534456355285","10","10","715","173","1981","37","1808","2.5286713286713285","10","10","789","209","2406","55","2197","2.7845373891001266","10","10","854","281","2935","74","2654","3.107728337236534","10","10","928","317","3436","74","3119","3.3609913793103448","10","10","1028","318","3959","55","3641","3.541828793774319","10","10","1119","394","4422","82","4028","3.5996425379803396","10","10","1209","427","4894","101","4467","3.694789081885856"
,"11","11","348","47","493","21","446","1.2816091954022988","11","11","545","99","1003","26","904","1.6587155963302753","11","11","651","150","1478","36","1328","2.0399385560675882","11","11","714","163","1967","51","1804","2.526610644257703","11","11","789","199","2396","65","2197","2.7845373891001266","11","11","852","266","2912","97","2646","3.1056338028169015","11","11","928","301","3420","90","3119","3.3609913793103448","11","11","1028","302","3943","71","3641","3.541828793774319","11","11","1118","369","4395","109","4026","3.6010733452593917","11","11","1209","409","4876","119","4467","3.694789081885856"
,"12","12","348","42","488","26","446","1.2816091954022988","12","12","545","91","995","34","904","1.6587155963302753","12","12","648","135","1455","59","1320","2.037037037037037","12","12","712","154","1953","65","1799","2.526685393258427","12","12","789","182","2379","82","2197","2.7845373891001266","12","12","852","240","2886","123","2646","3.1056338028169015","12","12","927","278","3393","117","3115","3.360302049622438","12","12","1026","273","3904","110","3631","3.5389863547758287","12","12","1118","339","4365","139","4026","3.6010733452593917","12","12","1206","368","4821","174","4453","3.6923714759535655"
,"13","13","343","42","481","33","439","1.2798833819241981","13","13","541","87","985","44","898","1.6598890942698705","13","13","645","132","1445","69","1313","2.0356589147286823","13","13","712","149","1948","70","1799","2.526685393258427","13","13","787","174","2365","96","2191","2.783989834815756","13","13","851","232","2874","135","2642","3.1045828437132785","13","13","927","270","3385","125","3115","3.360302049622438","13","13","1025","265","3892","122","3627","3.5385365853658537","13","13","1116","324","4342","162","4018","3.600358422939068","13","13","1201","355","4789","206","4434","3.6919233971690257"
,"14","14","342","39","477","37","438","1.280701754385965","14","14","540","82","979","50","897","1.6611111111111112","14","14","644","127","1439","75","1312","2.0372670807453415","14","14","710","144","1937","81","1793","2.5253521126760563","14","14","787","170","2361","100","2191","2.783989834815756","14","14","849","224","2858","151","2634","3.1024734982332154","14","14","926","262","3373","137","3111","3.359611231101512","14","14","1023","255","3875","139","3620","3.5386119257087","14","14","1115","315","4328","176","4013","3.599103139013453","14","14","1201","344","4778","217","4434","3.6919233971690257"
,"15","15","340","39","474","40","435","1.2794117647058822","15","15","538","82","975","54","893","1.6598513011152416","15","15","643","127","1438","76","1311","2.0388802488335926","15","15","709","144","1936","82","1792","2.527503526093089","15","15","786","170","2357","104","2187","2.782442748091603","15","15","848","224","2853","156","2629","3.1002358490566038","15","15","924","262","3368","142","3106","3.3614718614718613","15","15","1021","255","3867","147","3612","3.5377081292850145","15","15","1112","315","4318","186","4003","3.5998201438848922","15","15","1201","344","4778","217","4434","3.6919233971690257"
,"16","16","340","36","471","43","435","1.2794117647058822","16","16","537","73","965","64","892","1.6610800744878957","16","16","641","120","1427","87","1307","2.0390015600624025","16","16","709","138","1930","88","1792","2.527503526093089","16","16","786","162","2349","112","2187","2.782442748091603","16","16","848","210","2839","170","2629","3.1002358490566038","16","16","922","240","3336","174","3096","3.3579175704989153","16","16","1020","238","3849","165","3611","3.5401960784313724","16","16","1110","299","4295","209","3996","3.6","16","16","1200","319","4751","244","4432","3.6933333333333334"
,"17","17","339","36","467","47","431","1.2713864306784661","17","17","536","66","957","72","891","1.662313432835821","17","17","638","113","1416","98","1303","2.042319749216301","17","17","706","127","1914","104","1787","2.5311614730878187","17","17","786","153","2340","121","2187","2.782442748091603","17","17","848","202","2831","178","2629","3.1002358490566038","17","17","922","222","3318","192","3096","3.3579175704989153","17","17","1019","226","3834","180","3608","3.5407262021589796","17","17","1109","275","4266","238","3991","3.5987376014427412","17","17","1199","302","4731","264","4429","3.6939115929941617"
,"18","18","336","32","459","55","427","1.2708333333333333","18","18","532","62","944","85","882","1.6578947368421053","18","18","637","109","1411","103","1302","2.043956043956044","18","18","702","113","1890","128","1777","2.5313390313390314","18","18","783","146","2322","139","2176","2.7790549169859515","18","18","848","184","2813","196","2629","3.1002358490566038","18","18","917","211","3289","221","3078","3.35659760087241","18","18","1016","209","3806","208","3597","3.5403543307086616","18","18","1106","259","4242","262","3983","3.6012658227848102","18","18","1199","287","4716","279","4429","3.6939115929941617"
,"19","19","336","31","458","56","427","1.2708333333333333","19","19","532","59","941","88","882","1.6578947368421053","19","19","637","103","1405","109","1302","2.043956043956044","19","19","699","101","1871","147","1770","2.532188841201717","19","19","781","140","2313","148","2173","2.782330345710627","19","19","847","176","2804","205","2628","3.10271546635183","19","19","917","189","3267","243","3078","3.35659760087241","19","19","1013","192","3776","238","3584","3.5380059230009873","19","19","1104","243","4217","287","3974","3.5996376811594204","19","19","1194","261","4672","323","4411","3.6943048576214403"
,"20","20","336","27","454","60","427","1.2708333333333333","20","20","529","50","926","103","876","1.6559546313799622","20","20","637","90","1392","122","1302","2.043956043956044","20","20","699","91","1861","157","1770","2.532188841201717","20","20","781","114","2287","174","2173","2.782330345710627","20","20","844","148","2766","243","2618","3.1018957345971563","20","20","916","165","3238","272","3073","3.3548034934497815","20","20","1011","166","3740","274","3574","3.5351137487636004","20","20","1104","215","4189","315","3974","3.5996376811594204","20","20","1192","227","4630","365","4403","3.6937919463087248"
,"21","21","334","26","450","64","424","1.2694610778443114","21","21","529","50","926","103","876","1.6559546313799622","21","21","635","86","1385","129","1299","2.0456692913385828","21","21","698","89","1858","160","1769","2.5343839541547277","21","21","778","112","2277","184","2165","2.782776349614396","21","21","844","142","2760","249","2618","3.1018957345971563","21","21","915","162","3233","277","3071","3.3562841530054643","21","21","1011","163","3737","277","3574","3.5351137487636004","21","21","1102","207","4177","327","3970","3.602540834845735","21","21","1192","218","4621","374","4403","3.6937919463087248"
,"22","22","334","21","445","69","424","1.2694610778443114","22","22","528","45","920","109","875","1.6571969696969697","22","22","635","75","1374","140","1299","2.0456692913385828","22","22","697","72","1840","178","1768","2.5365853658536586","22","22","777","89","2250","211","2161","2.7812097812097814","22","22","842","124","2734","275","2610","3.0997624703087885","22","22","914","132","3200","310","3068","3.3566739606126914","22","22","1010","135","3708","306","3573","3.5376237623762377","22","22","1102","168","4138","366","3970","3.602540834845735","22","22","1192","178","4581","414","4403","3.6937919463087248"
,"23","23","331","20","441","73","421","1.2719033232628398","23","23","527","42","916","113","874","1.6584440227703985","23","23","634","73","1370","144","1297","2.045741324921136","23","23","697","65","1833","185","1768","2.5365853658536586","23","23","775","86","2243","218","2157","2.783225806451613","23","23","840","116","2720","289","2604","3.1","23","23","914","121","3189","321","3068","3.3566739606126914","23","23","1009","121","3692","322","3571","3.539147670961348","23","23","1101","156","4122","382","3966","3.6021798365122617","23","23","1192","166","4569","426","4403","3.6937919463087248"
,"24","24","329","17","435","79","418","1.2705167173252279","24","24","524","31","900","129","869","1.6583969465648856","24","24","633","62","1354","160","1292","2.0410742496050553","24","24","695","55","1817","201","1762","2.535251798561151","24","24","772","66","2217","244","2151","2.7862694300518136","24","24","837","92","2687","322","2595","3.100358422939068","24","24","913","103","3168","342","3065","3.357064622124863","24","24","1007","95","3658","356","3563","3.538232373386296","24","24","1100","122","4086","418","3964","3.6036363636363635","24","24","1191","132","4530","465","4398","3.6926952141057936"
,"25","25","326","16","430","84","414","1.2699386503067485","25","25","522","25","892","137","867","1.660919540229885","25","25","633","53","1345","169","1292","2.0410742496050553","25","25","695","47","1809","209","1762","2.535251798561151","25","25","772","61","2212","249","2151","2.7862694300518136","25","25","833","80","2664","345","2584","3.1020408163265305","25","25","913","91","3156","354","3065","3.357064622124863","25","25","1004","81","3635","379","3554","3.539840637450199","25","25","1098","105","4060","444","3955","3.6020036429872495","25","25","1191","116","4514","481","4398","3.6926952141057936"
,"26","26","324","13","425","89","412","1.271604938271605","26","26","521","14","880","149","866","1.6621880998080614","26","26","629","37","1319","195","1282","2.0381558028616853","26","26","695","35","1797","221","1762","2.535251798561151","26","26","768","40","2176","285","2136","2.78125","26","26","830","54","2628","381","2574","3.1012048192771084","26","26","911","61","3120","390","3059","3.357848518111965","26","26","1002","53","3601","413","3548","3.5409181636726546","26","26","1097","73","4024","480","3951","3.601640838650866","26","26","1190","75","4472","523","4397","3.6949579831932775"
,"27","27","323","6","417","97","411","1.2724458204334366","27","27","518","10","870","159","860","1.6602316602316602","27","27","628","15","1294","220","1279","2.036624203821656","27","27","694","18","1775","243","1757","2.531700288184438","27","27","764","24","2145","316","2121","2.776178010471204","27","27","829","26","2596","413","2570","3.100120627261761","27","27","910","31","3085","425","3054","3.356043956043956","27","27","1002","27","3575","439","3548","3.5409181636726546","27","27","1096","36","3983","521","3947","3.6012773722627736","27","27","1188","37","4428","567","4391","3.696127946127946"
,"28","28","322","0","410","104","410","1.2732919254658386","28","28","516","0","857","172","857","1.6608527131782946","28","28","627","0","1278","236","1278","2.0382775119617227","28","28","693","0","1755","263","1755","2.5324675324675323","28","28","760","0","2111","350","2111","2.7776315789473682","28","28","828","0","2566","443","2566","3.0990338164251208","28","28","906","0","3038","472","3038","3.3532008830022075","28","28","1002","0","3548","466","3548","3.5409181636726546","28","28","1096","0","3947","557","3947","3.6012773722627736","28","28","1188","0","4391","604","4391","3.696127946127946"
,"29","29","322","0","410","104","410","1.2732919254658386","29","29","512","0","851","178","851","1.662109375","29","29","626","0","1277","237","1277","2.0399361022364215","29","29","689","0","1744","274","1744","2.5312046444121914","29","29","758","0","2104","357","2104","2.7757255936675462","29","29","826","0","2560","449","2560","3.099273607748184","29","29","902","0","3027","483","3027","3.3558758314855877","29","29","1000","0","3544","470","3544","3.544","29","29","1093","0","3935","569","3935","3.6001829826166514","29","29","1187","0","4388","607","4388","3.6967144060657118"
,"30","30","320","0","406","108","406","1.26875","30","30","506","0","842","187","842","1.6640316205533596","30","30","623","0","1270","244","1270","2.038523274478331","30","30","688","0","1743","275","1743","2.5334302325581395","30","30","758","0","2104","357","2104","2.7757255936675462","30","30","823","0","2549","460","2549","3.097205346294046","30","30","901","0","3026","484","3026","3.358490566037736","30","30","998","0","3537","477","3537","3.5440881763527052","30","30","1093","0","3935","569","3935","3.6001829826166514","30","30","1187","0","4388","607","4388","3.6967144060657118"
,"31","31","319","0","405","109","405","1.2695924764890283","31","31","505","0","841","188","841","1.6653465346534653","31","31","621","0","1267","247","1267","2.0402576489533013","31","31","681","0","1724","294","1724","2.5315712187958885","31","31","758","0","2104","357","2104","2.7757255936675462","31","31","822","0","2545","464","2545","3.0961070559610704","31","31","899","0","3018","492","3018","3.35706340378198","31","31","996","0","3530","484","3530","3.5441767068273093","31","31","1090","0","3923","581","3923","3.5990825688073396","31","31","1186","0","4383","612","4383","3.6956155143338956"
,"32","32","318","0","403","111","403","1.2672955974842768","32","32","505","0","841","188","841","1.6653465346534653","32","32","619","0","1265","249","1265","2.0436187399030694","32","32","677","0","1717","301","1717","2.536189069423929","32","32","757","0","2103","358","2103","2.7780713342140024","32","32","821","0","2540","469","2540","3.0937880633373935","32","32","897","0","3015","495","3015","3.3612040133779266","32","32","992","0","3516","498","3516","3.5443548387096775","32","32","1090","0","3923","581","3923","3.5990825688073396","32","32","1186","0","4383","612","4383","3.6956155143338956"
,"33","33","317","0","402","112","402","1.2681388012618298","33","33","505","0","841","188","841","1.6653465346534653","33","33","618","0","1262","252","1262","2.042071197411003","33","33","675","0","1710","308","1710","2.533333333333333","33","33","756","0","2098","363","2098","2.7751322751322753","33","33","820","0","2537","472","2537","3.09390243902439","33","33","897","0","3015","495","3015","3.3612040133779266","33","33","991","0","3513","501","3513","3.544904137235116","33","33","1090","0","3923","581","3923","3.5990825688073396","33","33","1184","0","4375","620","4375","3.6951013513513513"
,"34","34","312","0","397","117","397","1.2724358974358974","34","34","503","0","839","190","839","1.6679920477137178","34","34","618","0","1262","252","1262","2.042071197411003","34","34","671","0","1699","319","1699","2.53204172876304","34","34","753","0","2091","370","2091","2.7768924302788847","34","34","817","0","2527","482","2527","3.0930232558139537","34","34","897","0","3015","495","3015","3.3612040133779266","34","34","989","0","3506","508","3506","3.544994944388271","34","34","1089","0","3919","585","3919","3.598714416896235","34","34","1179","0","4358","637","4358","3.6963528413910094"
,"35","35","308","0","393","121","393","1.275974025974026","35","35","500","0","835","194","835","1.67","35","35","616","0","1258","256","1258","2.042207792207792","35","35","668","0","1691","327","1691","2.531437125748503","35","35","753","0","2091","370","2091","2.7768924302788847","35","35","814","0","2523","486","2523","3.0995085995085994","35","35","897","0","3015","495","3015","3.3612040133779266","35","35","984","0","3492","522","3492","3.548780487804878","35","35","1087","0","3911","593","3911","3.597976080956762","35","35","1178","0","4356","639","4356","3.697792869269949"
,"36","36","308","0","393","121","393","1.275974025974026","36","36","499","0","834","195","834","1.6713426853707414","36","36","612","0","1250","264","1250","2.042483660130719","36","36","667","0","1687","331","1687","2.5292353823088454","36","36","751","0","2086","375","2086","2.77762982689747","36","36","813","0","2520","489","2520","3.0996309963099633","36","36","896","0","3010","500","3010","3.359375","36","36","983","0","3487","527","3487","3.5473041709053916","36","36","1082","0","3896","608","3896","3.6007393715341958","36","36","1178","0","4356","639","4356","3.697792869269949"
,"37","37","306","0","391","123","391","1.2777777777777777","37","37","496","0","829","200","829","1.6713709677419355","37","37","611","0","1248","266","1248","2.0425531914893615","37","37","664","0","1682","336","1682","2.533132530120482","37","37","751","0","2086","375","2086","2.77762982689747","37","37","810","0","2514","495","2514","3.1037037037037036","37","37","891","0","2995","515","2995","3.361391694725028","37","37","980","0","3479","535","3479","3.55","37","37","1080","0","3890","614","3890","3.6018518518518516","37","37","1176","0","4350","645","4350","3.6989795918367347"
,"38","38","306","0","391","123","391","1.2777777777777777","38","38","496","0","829","200","829","1.6713709677419355","38","38","609","0","1245","269","1245","2.044334975369458","38","38","664","0","1682","336","1682","2.533132530120482","38","38","751","0","2086","375","2086","2.77762982689747","38","38","810","0","2514","495","2514","3.1037037037037036","38","38","887","0","2985","525","2985","3.3652762119503947","38","38","975","0","3461","553","3461","3.54974358974359","38","38","1080","0","3890","614","3890","3.6018518518518516","38","38","1175","0","4345","650","4345","3.697872340425532"
,"39","39","306","0","391","123","391","1.2777777777777777","39","39","496","0","829","200","829","1.6713709677419355","39","39","607","0","1242","272","1242","2.0461285008237233","39","39","664","0","1682","336","1682","2.533132530120482","39","39","750","0","2083","378","2083","2.7773333333333334","39","39","810","0","2514","495","2514","3.1037037037037036","39","39","884","0","2974","536","2974","3.3642533936651584","39","39","974","0","3456","558","3456","3.5482546201232035","39","39","1078","0","3881","623","3881","3.6001855287569575","39","39","1173","0","4336","659","4336","3.6965046888320545"
,"40","40","301","0","385","129","385","1.2790697674418605","40","40","496","0","829","200","829","1.6713709677419355","40","40","606","0","1240","274","1240","2.046204620462046","40","40","664","0","1682","336","1682","2.533132530120482","40","40","750","0","2083","378","2083","2.7773333333333334","40","40","809","0","2510","499","2510","3.1025957972805935","40","40","884","0","2974","536","2974","3.3642533936651584","40","40","971","0","3450","564","3450","3.553038105046344","40","40","1078","0","3881","623","3881","3.6001855287569575","40","40","1172","0","4331","664","4331","3.695392491467577"
